id,created_at,scale,T,pH,F1,F2,F3,Y,cost_eur,projected_pilot_Y,measured_pilot_Y
181186,2026-07-01T17:10:48.238975+00:00,bench,20.25280220738832,6.26632020326232,1.9967373347961677,0.6419326875049263,1.9726063900965256,4.592966010025474,500,1.9434279986629113,1.9498222228803384
181189,2026-07-01T17:10:50.916488+00:00,bench,20.149750597151023,6.550449753046543,1.9745624321964503,0.1513192811476351,1.95915855962816,4.3233701471391175,500,1.829353531942848,1.9322507484001754
181193,2026-07-01T17:10:53.166174+00:00,bench,31.13082244022544,4.175037687973927,1.9985809432507484,1.0896352205786517,1.9937519615934085,4.434168133136289,500,1.8762356355143417,1.9625158295968896
181196,2026-07-01T17:10:54.931041+00:00,bench,58.85950798915527,5.690452549713897,1.992129757908484,1.262691503820483,1.9852092187037915,4.386142151899382,500,1.8559143362938961,1.9584260901529482
181199,2026-07-01T17:10:57.354982+00:00,bench,24.574123080236625,9.169398347028942,1.9966786121567124,1.1894952359541564,1.9583044094481792,4.278253114494271,500,1.8102631001244562,1.9369642364257187
181202,2026-07-01T17:10:59.515353+00:00,bench,35.72141207131789,7.355799960854558,1.9950464355452608,0.0632955774738273,1.9626077263447157,22.976825492529255,500,9.722215641287844,14.46049572004449
181207,2026-07-01T17:11:02.460723+00:00,bench,36.007870155647744,8.775458529420089,1.954881013008798,0.013424897190956,1.810616468669261,11.737750174189772,500,4.966610308031508,6.934166025471799
181211,2026-07-01T17:11:05.768992+00:00,bench,38.088621969212895,7.468259066431818,1.729277849903136,0.2930212737193072,1.9683360993410155,6.105303612756839,500,2.583345479907799,2.7780926854189354
181212,2026-07-01T17:11:08.547851+00:00,bench,22.013516942741663,8.402355693914675,1.067691904550952,1.3810037264674877,1.962601035348896,4.29973120594684,500,1.819351154378647,1.9130831984991765
181213,2026-07-01T17:11:10.912851+00:00,bench,47.46287656752396,5.030188070887101,1.4985638805354262,1.409847319664239,0.3521328473760274,3.0272269744816294,500,1.2809146960098192,1.2418627635037922
181214,2026-07-01T17:11:14.128306+00:00,bench,35.676310508563084,8.487884411624043,1.9461356102270864,0.3329803789124432,1.8970047345148395,25.398512824463943,500,10.746907518958208,15.805397004169981
181216,2026-07-01T17:11:17.982146+00:00,bench,35.72141427394842,6.366398317023723,0.8546365825745301,1.783789533314363,1.1746725285714974,5.2983065778534,500,2.241879719210694,2.3404463528291086
181217,2026-07-01T17:11:21.354028+00:00,bench,35.567105701254235,9.118840489012833,1.8979443782684304,0.3046326377234523,1.3295458772756263,5.985551424850201,500,2.532674572618064,2.674656797502093
181218,2026-07-01T17:11:24.860172+00:00,bench,35.61045114623538,6.316710831418432,1.938600235456376,0.7108224885290375,1.866920174259545,6.728115588770975,500,2.8468767643646005,3.2204403413874005
181220,2026-07-01T17:11:28.579930+00:00,bench,35.68344100164259,3.993508641838667,1.7729940453167825,0.1671900882484214,1.9367680555150235,4.417250166166289,500,1.8690771129783192,1.9487684080397207
181222,2026-07-01T17:11:32.331605+00:00,bench,35.71804413306552,3.196083806464955,1.9735626695961956,1.41626281212121,1.973830546834919,4.30929417840282,500,1.8233975480120477,1.9463612187296404
181223,2026-07-01T17:11:35.143686+00:00,bench,35.684769926128624,8.42806908315611,0.9389305370286264,0.5883380984246047,1.9521713847117608,25.02772672637435,500,10.590016289419522,15.542993574927813
181224,2026-07-01T17:11:37.516325+00:00,bench,35.77065516659175,7.886161234768933,0.8637005895933101,0.445234472785881,1.80075525680424,30.43186031675461,500,12.876674737388631,19.19675219419837
181225,2026-07-01T17:11:40.349695+00:00,bench,35.72148423112324,7.325459911805415,1.4383371206951912,0.4467437762544068,0.2498552987788207,14.47018167708942,500,6.122787792378774,7.6033875060450065
181226,2026-07-01T17:11:43.653230+00:00,bench,35.83061222285113,7.838397625031469,1.5081487595359275,0.5497076303310109,1.6512913888203329,29.221037378088404,500,12.36433756892477,18.057473294120562
181227,2026-07-01T17:11:46.562610+00:00,bench,35.79232680911862,7.943385117396902,1.6524583445031715,0.6486454533855519,1.9215110402985596,30.982396120218844,500,13.109623705959997,19.607982806644618
181230,2026-07-01T17:11:49.701024+00:00,bench,51.52827802072683,3.1170531495147737,0.6176983531685349,1.7550278024637649,1.4233187544490924,3.789411456043636,500,1.6034188596332213,1.5803433022720508
181231,2026-07-01T17:11:52.732538+00:00,bench,35.84786723838748,7.53489299956932,1.525117120601274,0.6369508108261035,1.680369547474974,22.74733301682085,500,9.625110175712734,13.796001334488253
181232,2026-07-01T17:11:55.417330+00:00,bench,35.65534380747948,8.09235190793173,1.764174245776725,0.2252014292193846,1.8836323511990776,35.15239416890125,500,14.874080691813926,22.61386291640053
181233,2026-07-01T17:11:59.130121+00:00,bench,38.5574898994835,3.967205606987,1.8078682090421216,0.1024004543026304,0.4276228086163787,3.162460074518933,500,1.33813606285312,1.2797108653744511
181234,2026-07-01T17:12:02.195871+00:00,bench,35.612403850523904,8.079371470381336,1.9787498933823764,0.0228524317845673,1.7561891946192738,21.94953878975823,500,9.287538411702112,16.487264813575113
181236,2026-07-01T17:12:05.241887+00:00,bench,35.41124023945402,8.018354777769492,1.8466256807008257,1.3850903563620591,1.989372438068612,25.204915854295827,500,10.664990567807303,15.672954950252196
181237,2026-07-01T17:12:08.792362+00:00,bench,35.755070957976386,7.9163105771529185,0.8576392286998082,0.9636208228669072,1.973653945962796,27.63148375681845,500,11.691747567995302,17.331874181102958
181241,2026-07-01T17:12:12.208914+00:00,bench,35.703086722153046,8.098068021354978,0.661863646725785,0.314616107896204,1.9958102719246131,33.519066329706554,500,14.182968446097794,21.6246915296814
181246,2026-07-01T17:12:15.318164+00:00,bench,35.83856029192218,7.8896281056048,0.7655969448604338,0.1567994482074028,1.7433592582884772,33.32352805304528,500,14.100230067271493,21.325445926858734
181251,2026-07-01T17:12:17.260720+00:00,bench,35.551765874338976,7.962729461275013,1.1078363111624765,0.0907151557471936,1.7850715792709666,33.49163984188271,500,14.171363438739695,21.673731621325818
181255,2026-07-01T17:12:19.390893+00:00,bench,21.58969615092929,6.070448955705636,1.0571063496363329,1.183780809375233,1.826670932201328,4.168811978982753,500,1.7639551225573924,1.8288747869147286
181258,2026-07-01T17:12:22.354380+00:00,bench,33.52589293149478,7.528296139744271,1.1241902906045664,0.610589952651253,1.911511246081843,7.781831244969307,500,3.292736913212935,3.816779698012773
181264,2026-07-01T17:12:25.109989+00:00,bench,36.027610745247216,8.01320180466909,0.6379040814184245,0.2236186215819284,1.982140340331232,35.223260976793526,500,14.904066661301417,22.826367359968867
181268,2026-07-01T17:12:28.547762+00:00,bench,35.49063385445532,7.996849114929998,0.8275621871922392,0.0037061474981525,1.7719218811608253,6.742651944557123,500,2.8530275524983817,4.3344367173327045
181274,2026-07-01T17:12:31.379889+00:00,bench,35.929675829799415,8.086126970889111,1.4683013493188668,0.6106357886449392,1.823553104671052,31.72345390250546,500,13.423188500382429,19.96857154604419
181278,2026-07-01T17:12:34.163050+00:00,bench,35.82687772802367,7.952598345819911,0.888382759446184,0.1757496742706312,1.917439988994444,35.138328699313725,500,14.868129150402325,22.768833459702282
181280,2026-07-01T17:12:36.704903+00:00,bench,35.82034793647064,8.103705124355017,1.5556143461711631,0.6203220650545751,1.85259869315948,31.590914992899133,500,13.367107130026335,19.910670063077315
181281,2026-07-01T17:12:39.641626+00:00,bench,35.877886700691064,8.14924306732332,1.2737735678503204,0.6098777268924191,1.941686050940842,31.85645918964847,500,13.479467209704401,20.292304410513896
181282,2026-07-01T17:12:42.308705+00:00,bench,35.9215522388991,8.09372762016747,0.6669153681843714,0.373631885056096,1.7196348804954376,32.019232187037794,500,13.548341571034792,20.158672206717075
181284,2026-07-01T17:12:45.313934+00:00,bench,35.82702045086961,8.031948171916376,1.1856828734176303,0.3743199566781452,1.93804049724338,34.02526083329191,500,14.397155219718528,21.809696019356494
181285,2026-07-01T17:12:48.250627+00:00,bench,35.86549331623617,8.192882527784153,1.382482078112171,0.3591440227417062,1.9201523850531443,33.889515657127205,500,14.339717177402067,21.759480999282136
181286,2026-07-01T17:12:50.747223+00:00,bench,35.86193394122596,8.163365315450118,1.2978709962161077,0.5695621297439497,1.9299281640695587,32.09667317314879,500,13.581109281556415,20.400900869323266
181288,2026-07-01T17:12:53.446393+00:00,bench,35.927326577433995,8.045543607399333,0.635597708075659,0.175906300011736,1.9645427185161743,35.71922482408163,500,15.113924523310487,23.19480893269268
181289,2026-07-01T17:12:55.979920+00:00,bench,35.832685673073286,7.972932191013813,1.3606784936623848,0.6549023997538013,1.727530398090566,30.00542280076242,500,12.696235647168827,18.673693518146468
181290,2026-07-01T17:12:58.950675+00:00,bench,35.94938096494191,8.107690241731433,0.7744179482346392,0.0837314923826801,1.932310183996657,36.21644447601607,500,15.3243137556596,23.798687639580947
181291,2026-07-01T17:13:01.797211+00:00,bench,35.93014082619158,7.980155305044493,0.3291586636925134,0.1008589786461984,1.9689180375287831,33.674219292168914,500,14.248618531612616,22.133951483438725
181293,2026-07-01T17:13:05.036235+00:00,bench,35.82644530066581,7.990907590204388,0.276240325989479,0.5957099036871185,1.9779433277527616,27.600166936752213,500,11.678496439027013,17.42613886471722
181294,2026-07-01T17:13:08.020350+00:00,bench,35.92372026852621,8.122487278056457,1.084870782490849,0.3862873274634746,1.3656054931101662,30.79531343131009,500,13.03046315156077,18.913036410234852
181296,2026-07-01T17:13:11.254078+00:00,bench,35.85856920199882,8.102352027861388,0.9418919767604316,0.4013484279703867,1.6254013331597557,31.816618965806967,500,13.462609561222447,19.811100716296593
181297,2026-07-01T17:13:14.115905+00:00,bench,35.571266392379584,7.892889543308675,1.3054035401605153,0.2200521472320018,1.672062354938465,31.761691510163413,500,13.439368031683584,20.03251171763887
181298,2026-07-01T17:13:17.257669+00:00,bench,35.957412341726595,8.1349779669478,1.1080210063340643,0.0304993987672217,1.6120115950711464,27.06111603906459,500,11.450407094367419,18.914429677680307
181299,2026-07-01T17:13:20.142340+00:00,bench,35.797171964829786,7.835524718584443,1.1457765917459244,0.6567661296542133,1.844799556887858,28.827852335762717,500,12.197968643432338,18.02160727081467
181301,2026-07-01T17:13:23.000014+00:00,bench,36.03595711618394,8.107431051106799,1.332142293797475,0.089802344054874,1.7485249957685165,35.86374750693174,500,15.17507660405302,23.285153788112087
181303,2026-07-01T17:13:26.470618+00:00,bench,35.81591132969508,8.1401693899716,1.8527599343395964,0.1121748330068983,1.4657630230189729,34.20247889813021,500,14.472141742223558,21.595103313867295
181304,2026-07-01T17:13:29.535896+00:00,bench,35.8520987757989,8.058322675852345,0.954682057033076,0.3536823987893553,1.6576643235955146,32.41141106670007,500,13.714284757541344,20.31870045318061
181305,2026-07-01T17:13:32.735610+00:00,bench,35.99837200287474,8.09971435830848,1.2042251968819702,0.1903577272087213,1.911252418423876,36.478392447999774,500,15.435152159826949,23.67084208592684
181306,2026-07-01T17:13:35.724176+00:00,bench,36.08290949300034,8.346123854426658,0.319085026063836,0.1077627265372345,1.6515804263821676,28.688514785403445,500,12.139010554902566,18.13391035665347
181307,2026-07-01T17:13:38.257673+00:00,bench,35.874571679748925,8.117460076909628,0.9867820619828164,0.222719574202546,1.6920211428588816,34.31116534675032,500,14.51813038809259,21.72063390437397
181313,2026-07-01T17:13:40.971390+00:00,bench,35.62067567657006,8.155072684967672,1.817439666358557,0.1841848620207684,1.8058894728547803,34.70923355333764,500,14.686565533567363,22.235050906205327
181317,2026-07-01T17:13:43.821560+00:00,bench,35.76749155322322,7.938083427742985,1.322429091391626,0.3441502192779833,1.9012593502499815,33.50795092711114,500,14.17826517057318,21.34151091808756
181321,2026-07-01T17:13:46.798824+00:00,bench,36.119904586938375,7.936230286002194,1.2852276351734409,0.0108642975504102,1.639299419315699,11.957990689018729,500,5.059800978727579,9.209154300216694
181326,2026-07-01T17:13:49.895023+00:00,bench,35.645621400903806,8.233855840836977,0.7593219590841898,0.1203333340958381,1.9220013752311464,33.9095951420575,500,14.348213437362858,22.01664712254555
181331,2026-07-01T17:13:53.179173+00:00,bench,36.63847275521984,8.212078709704587,0.5312657781250238,0.2977973596926198,1.9930470950415695,27.3270541792711,500,11.562933863880092,17.22759016178006
181336,2026-07-01T17:13:56.260401+00:00,bench,36.54069955810782,7.839470292825468,1.3364643760960138,0.4395566736423977,1.615484061564125,26.139247277192723,500,11.060335502501978,15.927325811062664
181340,2026-07-01T17:13:59.907637+00:00,bench,35.01712981333533,7.473773344857202,1.9770561608199413,0.1412054367391868,1.9710707382307031,21.54183598401592,500,9.11502656509068,13.231377909327213
181344,2026-07-01T17:14:02.830347+00:00,bench,35.3567571975837,7.988745114018354,1.254606037535272,0.1402292728251475,1.8757583437350709,32.664376880100285,500,13.821322528644684,21.05777033341926
181347,2026-07-01T17:14:05.829416+00:00,bench,35.78139187367021,8.025687469423485,1.180997372536675,0.134462683547766,1.6379786329177004,34.572513187555735,500,14.628714857932488,21.979488821450058
181350,2026-07-01T17:14:08.704600+00:00,bench,34.776998698586524,7.895679512537731,1.545267289328887,0.3548638736366054,1.8778150443778492,23.10051010516388,500,9.774550480838851,14.250337319571775
181352,2026-07-01T17:14:11.753609+00:00,bench,35.56261464214016,8.227142649354356,1.2758081935690575,0.0702733404219255,1.7217164245913938,32.60691481853243,500,13.797008527829501,21.004287592710938
181354,2026-07-01T17:14:15.002638+00:00,bench,35.10607794742099,7.812040463136938,1.1189632082603254,0.894000226158189,1.8216100046405823,21.92480193105414,500,9.277071470797354,13.330299749096634
181355,2026-07-01T17:14:17.739681+00:00,bench,35.8406533499462,8.074042693232137,1.5267853545330494,0.1084410042369741,1.883395922831296,36.72294837721528,500,15.538631445116456,23.957645845863013
181356,2026-07-01T17:14:21.035032+00:00,bench,36.49018114080461,7.647060762886192,1.178595391578345,0.929329228779683,1.5474732661425232,20.338666170472628,500,8.605927673942322,11.954740349604322
181357,2026-07-01T17:14:24.451277+00:00,bench,35.918156257366206,8.19615889807173,1.3975237895491297,0.8894368336356293,1.8234057295980304,28.79290161675669,500,12.183179897828419,18.02086774565485
181358,2026-07-01T17:14:27.848757+00:00,bench,35.76537671999301,8.104081321488486,0.3803131644460447,0.9353413168683884,0.6954031505756777,21.162839999856857,500,8.954661475214598,12.01553607059519
181359,2026-07-01T17:14:30.933216+00:00,bench,36.76600539113571,8.07717112569207,0.211282584636725,0.9129197433737496,1.9183550926077788,18.24921851868032,500,7.721816827188826,10.83819269561034
181361,2026-07-01T17:14:33.920836+00:00,bench,35.656309796675856,7.905532400151273,1.1683863881188568,0.2403948054593809,1.7742294982151443,32.7418083082985,500,13.854086194913583,20.779020187909783
181362,2026-07-01T17:14:37.396162+00:00,bench,36.484359904739335,7.999499766885647,1.664056101502744,0.2825930473117781,1.976299119107348,32.07080211295702,500,13.570162424422696,20.569879014747087
181363,2026-07-01T17:14:41.261980+00:00,bench,35.802220166384586,8.103238431447322,1.9549921390028824,0.9131297538255436,1.3474045305068263,26.95458659829107,500,11.4053311461829,16.22657528443266
181365,2026-07-01T17:14:44.418286+00:00,bench,35.61192343407785,8.37450700775997,1.1614298443419078,0.9474433057554446,1.967786892537997,24.174508779253426,500,10.228993010828505,15.068667895300718
181366,2026-07-01T17:14:48.297149+00:00,bench,34.65141794121025,8.062284174037794,1.3833250873970926,0.5291937390610224,1.654006955921642,20.082199268527603,500,8.497408482447689,11.90891326361588
181368,2026-07-01T17:14:51.375288+00:00,bench,36.802852889736826,8.48554405358583,1.6014650227495908,0.4324753312811975,1.980108796138268,18.88918930805638,500,7.992608543845346,11.278137339528762
181369,2026-07-01T17:14:55.398719+00:00,bench,36.502863129985336,7.658332609878965,1.850988516844172,0.7635037391913109,1.5784540826283624,21.674783714246868,500,9.171280920277619,12.930408150823055
181370,2026-07-01T17:14:59.831313+00:00,bench,36.03094774359504,8.221048528828927,1.6157252917036846,0.2460927764682705,1.8619272610865496,34.94022310263403,500,14.784304457940252,22.409833612413887
181372,2026-07-01T17:15:03.753875+00:00,bench,36.019003240621984,8.11421163728668,1.109032245557505,0.0949556709753214,1.8980360580238185,36.635981657123125,500,15.501833097728285,24.05215954101257
181374,2026-07-01T17:15:08.439064+00:00,bench,35.90172114788474,8.305857956419336,0.8644651389893216,0.2055338635518009,1.979223951949327,33.22778970364135,500,14.059720168358407,21.486504245736345
181375,2026-07-01T17:15:12.556798+00:00,bench,36.06550980365549,8.101858210652429,1.4184162759867631,0.4982460159751496,1.386790500643724,30.332704758639665,500,12.83471891027321,18.527250584241795
181379,2026-07-01T17:15:16.909165+00:00,bench,34.673132148054606,8.035316735593476,0.9454854355256296,1.4330766503794654,1.2490668009761663,15.20205907654116,500,6.432468078838204,8.385482718496233
181392,2026-07-01T17:15:21.730550+00:00,bench,35.96286694201841,8.16459359691778,0.7994620799387122,1.340595982625885,1.3522994065586935,23.658090810723817,500,10.010480368483151,14.034451031359781
181397,2026-07-01T17:15:26.199730+00:00,bench,35.46046564152519,7.673317558662484,1.272449689478653,1.3339931824339772,1.4678338724029218,19.53735473756002,500,8.266867669802988,11.466492901795847
181402,2026-07-01T17:15:31.045686+00:00,bench,34.648292926583366,8.30649283635546,1.877979051972383,1.3261053897771116,1.4220005013394923,15.022676075365364,500,6.356565503855444,8.389955866230485
181407,2026-07-01T17:15:35.005878+00:00,bench,35.97640664103167,8.01807190694319,1.998183338332277,0.1665030311273716,1.7432457206987828,35.978444378917885,500,15.223608448593211,23.06546097632189
181412,2026-07-01T17:15:39.508087+00:00,bench,35.514963438815535,8.1603606019786,1.9775186895637795,0.7858029465538818,1.3526237610403828,26.170741995614357,500,11.073661905845047,15.7155573660904
181416,2026-07-01T17:15:44.883287+00:00,bench,36.70292622463238,8.05812773593771,1.9599230019686136,1.4171988577529764,1.3264191320361942,19.12241950776068,500,8.091295557694282,11.052951194288186
181419,2026-07-01T17:15:48.350768+00:00,bench,35.86155077233036,8.06858477328224,1.0241038691229392,0.6042393811869771,1.7172759650137457,30.399387292280124,500,12.862934382065463,18.978871314512872
181424,2026-07-01T17:15:52.651370+00:00,bench,35.84637711216865,7.987488964447256,1.5596262616241698,0.3819250596991537,1.784409088509603,33.15331651695756,500,14.028208226873318,21.008648428057203
181427,2026-07-01T17:15:57.433550+00:00,bench,36.28116868353492,8.622572417904738,1.7789042746520525,0.7793066227455401,1.587039065946081,16.40477416805167,500,6.9413745628300125,9.360103270412713
181430,2026-07-01T17:16:02.022995+00:00,bench,35.97327809026456,6.804789175462217,1.8903373364458016,0.1083839705303864,1.1401553831725708,8.814607503906707,500,3.7297369462182193,4.157400589955956
181431,2026-07-01T17:16:07.344916+00:00,bench,36.00698966028504,8.121744845181748,1.5200495085442225,0.1401028853376957,1.837956040128624,36.58671061673915,500,15.480984974925622,23.785553283029817
