id,created_at,scale,T,pH,F1,F2,F3,Y,cost_eur
169356,2026-06-30T20:57:56.359950+00:00,micro,20,3,0,0,0,0.08347784190166967,10
169357,2026-06-30T20:57:56.465515+00:00,micro,20,3,0,0,2,0.16983571423333338,10
169358,2026-06-30T20:57:56.551523+00:00,micro,20,3,0,2,0,0.09990793402171977,10
169360,2026-06-30T20:57:56.705308+00:00,micro,20,3,0,2,2,0.186276684068218,10
169361,2026-06-30T20:57:56.796527+00:00,micro,20,3,2,0,0,0.11489253186294851,10
169362,2026-06-30T20:57:56.878584+00:00,micro,20,3,2,0,2,0.21740683525457719,10
169363,2026-06-30T20:57:56.964290+00:00,micro,20,3,2,2,0,0.11786318000695993,10
169364,2026-06-30T20:57:57.042377+00:00,micro,20,3,2,2,2,0.23414184447918324,10
169366,2026-06-30T20:57:57.148174+00:00,micro,20,9.5,0,0,0,0.11126065883738286,10
169367,2026-06-30T20:57:57.236285+00:00,micro,20,9.5,0,0,2,0.1728431719845409,10
169368,2026-06-30T20:57:57.321531+00:00,micro,20,9.5,0,2,0,0.0974174007340815,10
169369,2026-06-30T20:57:57.414058+00:00,micro,20,9.5,0,2,2,0.15526565560827868,10
169370,2026-06-30T20:57:57.511531+00:00,micro,20,9.5,2,0,0,0.12296670617894984,10
169371,2026-06-30T20:57:57.609463+00:00,micro,20,9.5,2,0,2,0.2550615619337016,10
169372,2026-06-30T20:57:57.732152+00:00,micro,20,9.5,2,2,0,0.13696017230986354,10
169373,2026-06-30T20:57:57.813833+00:00,micro,20,9.5,2,2,2,0.17773558088449892,10
169374,2026-06-30T20:57:57.900006+00:00,micro,60,3,0,0,0,0.10372051441198583,10
169375,2026-06-30T20:57:57.991001+00:00,micro,60,3,0,0,2,0.14856285539953812,10
169376,2026-06-30T20:57:58.086826+00:00,micro,60,3,0,2,0,0.0934136869089097,10
169377,2026-06-30T20:57:58.178673+00:00,micro,60,3,0,2,2,0.12841305838915032,10
169378,2026-06-30T20:57:58.268857+00:00,micro,60,3,2,0,0,0.1022505555632186,10
169379,2026-06-30T20:57:58.357680+00:00,micro,60,3,2,0,2,0.22780951420324003,10
169380,2026-06-30T20:57:58.445594+00:00,micro,60,3,2,2,0,0.11651727209936774,10
169381,2026-06-30T20:57:58.531612+00:00,micro,60,3,2,2,2,0.20649637344235075,10
169382,2026-06-30T20:57:58.623194+00:00,micro,60,9.5,0,0,0,0.06862182006003616,10
169383,2026-06-30T20:57:58.723405+00:00,micro,60,9.5,0,0,2,0.14763274401492785,10
169384,2026-06-30T20:57:58.809680+00:00,micro,60,9.5,0,2,0,0.08391111260728008,10
169385,2026-06-30T20:57:58.898775+00:00,micro,60,9.5,0,2,2,0.14096572537731716,10
169386,2026-06-30T20:57:58.989968+00:00,micro,60,9.5,2,0,0,0.11438811621547054,10
169387,2026-06-30T20:57:59.079723+00:00,micro,60,9.5,2,0,2,0.2672367422182299,10
169421,2026-06-30T20:59:03.946398+00:00,micro,60,9.5,2,2,0,0.12647814045589442,10
169422,2026-06-30T20:59:04.066987+00:00,micro,60,9.5,2,2,2,0.19270259034858836,10
169423,2026-06-30T20:59:06.815168+00:00,micro,20.240211781251677,8.037799529659717,1.990772069184419,0.011235254501273717,1.2078648553692979,0.2069959792559197,10
169424,2026-06-30T20:59:10.101372+00:00,micro,21.428671721319844,9.08955724691491,1.969235572308954,0.17147735236912887,1.9777164668887035,0.18650604232580373,10
169428,2026-06-30T20:59:13.320009+00:00,micro,23.627092587033086,4.334955066788271,1.9348339222601172,0.026439174768056795,1.9930099301797992,0.21439191726124243,10
169432,2026-06-30T20:59:16.970509+00:00,micro,27.06847077055549,7.2009367569479865,1.9620911671929993,0.09868481769334947,1.9717314046987906,0.24935439065935971,10
169436,2026-06-30T20:59:20.380592+00:00,micro,32.12933983260125,5.009875698936975,1.9969840728723693,0.07559759909561259,1.9574913319937268,0.2414481189365869,10
169441,2026-06-30T20:59:23.704008+00:00,micro,20.033217322228218,4.545910873842706,1.9638823041488453,0.12550921267010695,1.9898730198803518,0.22684663012530398,10
169444,2026-06-30T20:59:27.233466+00:00,micro,22.848380551306022,5.275915969991299,1.9820458705571236,0.1720983614569862,1.9946594619391964,0.22231982286691448,10
169448,2026-06-30T20:59:30.265674+00:00,micro,23.929549568245157,6.53592717417867,1.9758065353478607,0.03855175816932288,1.9425990843496423,0.18324074649127642,10
169451,2026-06-30T20:59:33.950536+00:00,micro,24.845766109884167,8.094164728456194,1.9844289252832974,0.08034816772707032,1.9752431820304184,0.1974303925999049,10
169455,2026-06-30T20:59:37.568421+00:00,micro,27.40642480492687,7.227131393084754,1.9920097307221274,0.09282940259284289,1.9550683276576788,0.210432259982898,10
169461,2026-06-30T20:59:41.956174+00:00,micro,22.562624419918407,5.730374834943333,1.997602977567008,0.2991630118246127,1.9854186860842973,0.22468430202454961,10
169465,2026-06-30T20:59:45.901077+00:00,micro,23.27392137339882,6.351078542013031,1.997806218380831,0.5229769237044404,1.9949915329189116,0.21562710543084482,10
169468,2026-06-30T20:59:49.966618+00:00,micro,21.212632102558075,5.493850906135581,1.9440116322958796,0.012029272215860143,1.9802015959069605,0.252809546104115,10
169469,2026-06-30T20:59:53.941262+00:00,micro,23.98870787567048,6.518262666412719,1.9782333087314017,0.14268196035704528,1.9880329348429526,0.22603553708848784,10
169470,2026-06-30T20:59:57.562177+00:00,micro,20.895923460487342,6.987747570245971,1.9598602578090605,0.12799627624047183,1.975242072077335,0.2293839275800465,10
169471,2026-06-30T21:00:01.603943+00:00,micro,20.57198327764346,3.2249227893964254,1.983079132668881,0.05307717892709807,1.9539770835511232,0.19957577436566765,10
169472,2026-06-30T21:00:05.675679+00:00,micro,20.697530508181643,3.098008500433904,1.9887473472560089,0.021688982756119524,1.972260279186674,0.22194516866230865,10
169474,2026-06-30T21:00:09.783513+00:00,micro,24.612587050406848,7.475018872585991,1.9803284123263756,0.16551251159544855,1.9983671049287204,0.212773889098299,10
169475,2026-06-30T21:00:13.792068+00:00,micro,20.801679358507542,8.443841391148888,1.9999232685921637,0.1319771073544933,1.9498417627712483,0.17097976227369902,10
169479,2026-06-30T21:00:18.109146+00:00,micro,21.2674028890708,8.49347768785448,1.9634460190691816,0.2589630683593167,1.9975580462037876,0.23477352578309882,10
169484,2026-06-30T21:00:21.953155+00:00,micro,23.22608734649654,4.3551795154916,1.9963308296530065,0.7545096925043209,1.9980257557980647,0.21908065871872073,10
169487,2026-06-30T21:00:25.889458+00:00,micro,20.73081315122444,5.564190417858155,1.9699133318135171,0.09361093583181845,1.986396442347425,0.2011428654133605,10
169490,2026-06-30T21:00:30.478749+00:00,micro,20.580317641887728,8.826015033560914,1.981916566161728,0.6791441667960929,1.9928271469518006,0.18016602877808602,10
169494,2026-06-30T21:00:34.671208+00:00,micro,21.997896533632485,4.023278075617472,1.9557458878129588,0.041840287716980784,1.9989972534804343,0.2156265803588578,10
