id,created_at,scale,T,pH,F1,F2,F3,Y,cost_eur
175315,2026-07-01T13:50:56.833801+00:00,micro,20,3,0,0,0,0.08369213305242063,10
175316,2026-07-01T13:50:56.934398+00:00,micro,20,3,0,0,2,0.11322883722296181,10
175317,2026-07-01T13:50:57.019054+00:00,micro,20,3,0,2,0,0.09286994841330301,10
175318,2026-07-01T13:50:57.110686+00:00,micro,20,3,0,2,2,0.13203435963215265,10
175319,2026-07-01T13:50:57.211806+00:00,micro,20,3,2,0,0,0.10231646920732788,10
175320,2026-07-01T13:50:57.311028+00:00,micro,20,3,2,0,2,0.19804650337091373,10
175321,2026-07-01T13:50:57.405797+00:00,micro,20,3,2,2,0,0.1349464828742446,10
175322,2026-07-01T13:50:57.499532+00:00,micro,20,3,2,2,2,0.21822302562139753,10
175323,2026-07-01T13:50:57.601041+00:00,micro,20,9.5,0,0,0,0.06942110739757074,10
175324,2026-07-01T13:50:57.773372+00:00,micro,20,9.5,0,0,2,0.1802680396281339,10
175325,2026-07-01T13:50:57.871498+00:00,micro,20,9.5,0,2,0,0.083532944525544,10
175326,2026-07-01T13:50:57.978538+00:00,micro,20,9.5,0,2,2,0.16242632555446693,10
175327,2026-07-01T13:50:58.082478+00:00,micro,20,9.5,2,0,0,0.1575045591250318,10
175328,2026-07-01T13:50:58.198628+00:00,micro,20,9.5,2,0,2,0.20792831042120397,10
175329,2026-07-01T13:50:58.301422+00:00,micro,20,9.5,2,2,0,0.11153300761750004,10
175330,2026-07-01T13:50:58.394256+00:00,micro,20,9.5,2,2,2,0.20750350490096603,10
175331,2026-07-01T13:50:58.502289+00:00,micro,60,3,0,0,0,0.12716188997450517,10
175332,2026-07-01T13:50:58.607095+00:00,micro,60,3,0,0,2,0.12268504170417174,10
175333,2026-07-01T13:50:58.711063+00:00,micro,60,3,0,2,0,0.12376660918955502,10
175334,2026-07-01T13:50:58.811122+00:00,micro,60,3,0,2,2,0.12263640813966165,10
175335,2026-07-01T13:50:58.913145+00:00,micro,60,3,2,0,0,0.10676516661428756,10
175336,2026-07-01T13:50:59.001374+00:00,micro,60,3,2,0,2,0.24659594144248587,10
175337,2026-07-01T13:50:59.085451+00:00,micro,60,3,2,2,0,0.11770014566811089,10
175338,2026-07-01T13:50:59.180919+00:00,micro,60,3,2,2,2,0.23899257441545801,10
175339,2026-07-01T13:50:59.277341+00:00,micro,60,9.5,0,0,0,0.06798454141335904,10
175340,2026-07-01T13:50:59.361711+00:00,micro,60,9.5,0,0,2,0.17628651004689244,10
175341,2026-07-01T13:50:59.496100+00:00,micro,60,9.5,0,2,0,0.11242905102236468,10
175342,2026-07-01T13:50:59.631676+00:00,micro,60,9.5,0,2,2,0.19068168346179767,10
175343,2026-07-01T13:50:59.719603+00:00,micro,60,9.5,2,0,0,0.12984387038681255,10
175344,2026-07-01T13:50:59.811816+00:00,micro,60,9.5,2,0,2,0.1812212424000316,10
175356,2026-07-01T13:52:04.647950+00:00,micro,60,9.5,2,2,0,0.1610328632351808,10
175357,2026-07-01T13:52:04.743244+00:00,micro,60,9.5,2,2,2,0.23474927841329213,10
175358,2026-07-01T13:52:06.182602+00:00,micro,50.06763304705005,5.831639045159658,1.7814095979790168,1.3245889558834465,1.984591281143289,0.18374435919263601,10
175360,2026-07-01T13:52:07.852543+00:00,micro,43.147534682254395,6.692271257424931,1.9584296769823661,1.3160013446629697,1.9808463537764833,0.2231706798740094,10
175361,2026-07-01T13:52:09.738971+00:00,micro,46.42485343076693,6.8366975996551425,1.954731386797326,1.1705024000617381,1.9957360080995954,0.20147029208132186,10
175362,2026-07-01T13:52:11.745790+00:00,micro,49.00716507563567,6.72610153412627,1.9971939357885418,1.5023503043097444,1.9993802902394653,0.2241821427598925,10
175363,2026-07-01T13:52:13.495230+00:00,micro,35.978500788751475,6.592822782392245,1.9766945365315505,1.3180593728006942,1.9974361611646423,0.2420657738917792,10
175364,2026-07-01T13:52:15.177513+00:00,micro,47.08389038788659,6.730768263002474,1.9688818482238335,1.174994090583934,1.9868506155280925,0.19283075057644242,10
175367,2026-07-01T13:52:17.225045+00:00,micro,22.04389387824873,6.824289907015496,1.9509027143224082,1.9947769687380323,1.9144964179045723,0.23191055233925065,10
175368,2026-07-01T13:52:19.151161+00:00,micro,36.628701404330414,6.764959714059859,1.911953096389837,1.3381162436799068,1.993418654438066,0.3062685232350223,10
175370,2026-07-01T13:52:21.232223+00:00,micro,43.05637270391055,7.112539598874741,1.975116865237535,1.5154659338791705,1.98800495108413,0.22716990561826766,10
175371,2026-07-01T13:52:23.067260+00:00,micro,37.506459442848744,7.683404640459338,1.888005061745915,1.1756830892225558,1.9988143533784843,0.32120542971233734,10
175372,2026-07-01T13:52:25.001038+00:00,micro,34.85679343243844,7.793117953546006,1.993333855184846,1.237171499545665,1.979834911329218,0.6170092169154444,10
175374,2026-07-01T13:52:27.135043+00:00,micro,42.40628067189968,7.935508307391184,1.9820906240551408,1.259037115931925,1.83270014963764,0.2058203272008158,10
175375,2026-07-01T13:52:28.965761+00:00,micro,25.34234212129201,9.306480219867222,1.9950233639329993,0.9636035280973467,1.9710937582233614,0.2097969015763657,10
175376,2026-07-01T13:52:31.050059+00:00,micro,38.61652496873112,7.596836849422194,1.9752073276431803,1.013157001702407,1.9719717532261614,0.2459795275569509,10
175377,2026-07-01T13:52:32.933672+00:00,micro,37.70568592487615,8.003558888165763,1.9846198075572863,0.8776045263055379,1.9995894393300235,0.31561164782365386,10
175378,2026-07-01T13:52:35.197468+00:00,micro,27.65701346434748,7.731229064257843,1.9550170320767997,0.9191379381806102,1.9834029966270283,0.16954563985666887,10
175379,2026-07-01T13:52:37.259315+00:00,micro,29.93797897304489,7.316860847089315,1.9999875301095607,1.2338216272338323,1.9988219635143032,0.1911413863783442,10
175381,2026-07-01T13:52:39.371127+00:00,micro,36.78053250799863,7.340257844545223,1.9004771602839101,1.3681140001077388,1.9903125533873125,0.42479714473982494,10
175382,2026-07-01T13:52:41.529875+00:00,micro,34.065869599355125,8.056365924843085,1.877263447723107,1.5486661337560632,1.674436877847315,0.33509927649753296,10
175383,2026-07-01T13:52:43.919415+00:00,micro,38.016784721193744,8.513313005491533,1.9953796649707178,1.3488272524083942,1.9792027707222342,0.2516321936636379,10
175385,2026-07-01T13:52:46.351666+00:00,micro,35.31806664581768,9.02546303099373,1.9464917655947898,1.3884513135517804,1.9960170102541166,0.2886868954869083,10
175386,2026-07-01T13:52:48.825021+00:00,micro,37.88297678131387,8.313494900888204,1.9694555716321205,1.1821278371812487,1.9711211340713115,0.24402774494450555,10
175388,2026-07-01T13:52:50.985789+00:00,micro,41.81691247909578,8.103539948520623,1.9910207015798198,1.172082514230749,1.9882024874890305,0.22737143606711246,10
175390,2026-07-01T13:52:53.476635+00:00,micro,37.271537134580115,7.127371664139542,1.9655770364338665,1.4840525628846963,1.970002698491484,0.26418447701969733,10
175392,2026-07-01T13:52:55.888531+00:00,micro,38.089146295465895,7.427602047162145,1.9157624087881768,1.2178885047910504,1.9953812283816053,0.28078954589752253,10
175393,2026-07-01T13:52:58.346656+00:00,micro,34.97117137111521,7.660399475281409,1.8545682534409937,1.4107380517799504,1.9846869363751034,0.6117791752177649,10
175394,2026-07-01T13:53:00.894108+00:00,micro,34.5912863688943,8.135195709889263,1.1373528962176698,0.6782942869527351,1.984921649914613,0.5509712592592344,10
175395,2026-07-01T13:53:03.431340+00:00,micro,34.20969404795453,8.249187938023937,1.587392834784054,1.1322129314195186,1.951329053972529,0.4084488457248261,10
175397,2026-07-01T13:53:06.302404+00:00,micro,33.65035311631767,7.9820943416590575,1.8411586850112778,1.587868908189939,1.976179400491798,0.28277023157646336,10
175398,2026-07-01T13:53:08.708012+00:00,micro,34.50882070189953,7.774368126583798,1.0872562852127303,1.042135663793679,1.9490028156338122,0.41435375640739985,10
175400,2026-07-01T13:53:11.044738+00:00,micro,34.14817958870651,8.437475572943846,1.0514902024957304,0.97125442095757,1.9906748249448187,0.3506185296917997,10
