id,created_at,scale,T,pH,F1,F2,F3,Y,cost_eur,projected_pilot_Y,measured_pilot_Y,cumulative_best_projected_pilot_Y,cumulative_best_T,cumulative_best_pH,cumulative_best_F1,cumulative_best_F2,cumulative_best_F3,best_projected_pilot_Y,best_T,best_pH,best_F1,best_F2,best_F3
520397,2026-07-11T11:16:57.001894+00:00,micro,39.41903764610456,6.219412461489979,1.7447516190159609,1.121458997858116,1.996644367767623,0.2071820912880737,10,2.0807110199503205,1.9570594053921944,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520408,2026-07-11T11:17:11.293417+00:00,micro,31.679465340709847,5.774753025372918,1.772405516790157,1.3233793164230738,1.9952178979233155,0.2249833374483468,10,2.2594873264556345,1.9917904245334173,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520418,2026-07-11T11:17:15.496547+00:00,micro,38.32610134042298,5.70705236277308,1.690507579005661,1.3280017612851134,1.9891677210660967,0.2067821388986082,10,2.0766943342462496,2.103491292842689,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520432,2026-07-11T11:17:20.514075+00:00,micro,36.07517946974615,5.958367936250714,1.7192974583075842,1.3048666487313416,1.984789051285562,0.3216305681777821,10,3.230106730749644,4.103362808780901,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520442,2026-07-11T11:17:24.474465+00:00,micro,38.75382661825958,5.973819987893473,1.5507822624528078,1.2194878089374792,1.992585020102684,0.227584597004144,10,2.2856115411010625,1.985206484980423,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520456,2026-07-11T11:17:28.657769+00:00,micro,39.06861619459585,5.8147379548242455,1.6037613016695202,1.2704552154969948,1.9865061944468376,0.1938147302087195,10,1.9464638206265423,1.966212703745119,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520458,2026-07-11T11:17:31.688625+00:00,micro,35.99995732824629,3.1006288428460897,1.2736893270208447,1.7600613526316364,1.7565807266125228,0.2187918048594429,10,2.197306324188401,1.7923344208225302,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520461,2026-07-11T11:17:35.278100+00:00,micro,34.02418730756264,6.385011445346861,1.7216214658955833,1.3857015635187293,1.9866836716935488,0.2117745389563713,10,2.1268325568677446,2.4093786845382783,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520464,2026-07-11T11:17:39.107857+00:00,micro,35.56802202799946,5.773253540832343,1.8209407968045488,1.208337506070384,1.9814345122780463,0.3085657956132598,10,3.098898400535676,4.699246842342137,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520468,2026-07-11T11:17:43.000419+00:00,micro,37.15807637296581,6.289149234095139,1.7492069920444526,1.2703459810193538,1.987673172621364,0.222258847415653,10,2.232125519266959,2.578512833960534,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623,3.3046721781112423,35.80519123839502,5.506131165881897,1.9225165962207804,1.3591536247606406,1.997901921046623
520470,2026-07-11T11:17:47.606854+00:00,micro,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,0.3451705716118677,10,3.4665168579496193,4.642685745408957,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520474,2026-07-11T11:17:52.132606+00:00,micro,38.88332335934724,6.064644302678563,1.8413875502159247,1.0397343352517432,1.960295228070654,0.2205939453179698,10,2.2154050579556044,1.9565658730398032,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520477,2026-07-11T11:17:55.741906+00:00,micro,35.64202595411237,4.781261111218548,1.8559206055615385,0.1535309573579402,1.982125654987872,0.2472744610287937,10,2.483355066145644,3.1595817690168624,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520492,2026-07-11T11:18:01.017905+00:00,micro,37.93358898088282,4.752897099049735,1.8505085155067769,0.969817186843198,1.99557607629158,0.212211426798355,10,2.131220181983633,2.0833918386720374,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520499,2026-07-11T11:18:15.741561+00:00,micro,35.396903840378904,6.328416413718065,1.7597710190608538,0.7865574676622691,1.9673494067413084,0.2019993981088482,10,2.028661700706594,3.2108095793897182,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520510,2026-07-11T11:18:19.791173+00:00,micro,34.86448602589994,4.760272078108072,1.9299772712506185,1.232995117224874,1.973428760471092,0.2150367651875832,10,2.1595948001034095,2.6028967741732605,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520519,2026-07-11T11:18:24.205519+00:00,micro,33.342425724414554,6.881190152096181,1.6382874781517776,0.9798896675701936,1.9917353128218829,0.2226298156970177,10,2.235851120192641,2.4151669505932247,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520529,2026-07-11T11:18:29.105026+00:00,micro,34.724045051734635,5.693341886154791,1.9766615624931927,1.1041011280127917,1.948138065358696,0.2755644069170059,10,2.767468436164464,3.970275946776209,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520541,2026-07-11T11:18:33.230023+00:00,micro,28.72729230258273,5.628219374596446,1.984957840698928,1.066720560161995,1.9902381655206896,0.1960478142980519,10,1.968890482333944,1.9578913750268652,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520575,2026-07-11T11:19:03.475810+00:00,micro,40.92209231279243,5.967198415384061,1.6749617566023574,1.294657214210018,1.9888106482508872,0.2316092428709295,10,2.326030695837629,1.94965373937608,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520579,2026-07-11T11:19:07.907042+00:00,micro,36.83549797519908,5.034093196438314,1.9897863807867715,1.2417409489379885,1.9888404119807144,0.2551606281642732,10,2.5625551300215648,3.2606637924496944,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520582,2026-07-11T11:19:12.601519+00:00,micro,40.20324537609563,5.743589563411414,1.8199093277137748,1.2634708054902033,1.969293330957256,0.1912948373610593,10,1.921156764477899,1.934934771986721,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520585,2026-07-11T11:19:16.523676+00:00,micro,34.52705038138312,5.611634695443897,1.75132290854928,1.2132715220422177,1.961016717281268,0.2653500956775471,10,2.664887031444529,3.74660886846214,3.4665168579496197,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785,3.4665168579496193,36.495366467573575,5.726881279076501,1.9400454850917088,1.0924466913250572,1.977604605916785
520589,2026-07-11T11:19:20.098139+00:00,micro,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488,0.3620197687017883,10,3.6357318216771857,5.216398379205629,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488
520591,2026-07-11T11:19:24.205311+00:00,micro,39.48845595826999,4.991883696183349,1.93605963106553,1.80537991161732,1.998909157311283,0.1996696816284827,10,2.0052645686286277,1.9677515787880275,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488
520612,2026-07-11T11:19:27.939938+00:00,micro,34.748231191300945,5.568380838742353,1.5991485740577218,1.2336996515326069,1.995494718961362,0.2812170707762684,10,2.824237628476982,4.123438851100982,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488
520623,2026-07-11T11:19:34.187177+00:00,micro,37.50321819863292,6.333400151542863,1.4141812669089773,0.9498193355057668,1.988664232859296,0.2236479761191027,10,2.246076413301416,2.3290160270199283,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488
520631,2026-07-11T11:19:38.830553+00:00,micro,34.29335246934636,6.001666751635197,1.5835512205765865,1.3562796425813812,1.988473555550839,0.2263918309656736,10,2.2736326995658787,2.8792090463792,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488,3.6357318216771857,36.004296449161224,5.577177838580633,1.820612701970216,1.3543826293085293,1.979843315007488
