id,created_at,scale,T,pH,F1,F2,F3,Y,cost_eur,projected_pilot_Y,measured_pilot_Y,best_projected_pilot_Y,best_T,best_pH,best_F1,best_F2,best_F3
599204,2026-07-12T07:54:15.434683+00:00,micro,31.237244572767796,3.284178260627334,0.7974211416644642,1.5602572738445546,1.7880403191940424,0.1880430105990665,10,1.8884989621718111,1.78415593818113,1.8884989621718111,31.237244572767796,3.284178260627334,0.7974211416644642,1.5602572738445546,1.7880403191940424
599205,2026-07-12T07:54:15.608825+00:00,micro,26.88433676086485,6.175343355368632,0.2489931643064304,0.8018887075520826,1.527140202530593,0.1543149964601577,10,1.5497715641444918,1.5476781507477197,1.8884989621718111,31.237244572767796,3.284178260627334,0.7974211416644642,1.5602572738445546,1.7880403191940424
599206,2026-07-12T07:54:15.745861+00:00,micro,23.350549639913577,6.7202806853696,1.9418826831958944,0.5081797413735798,0.8600021614595322,0.1228202242838906,10,1.2334724133319523,1.4094496723739958,1.8884989621718111,31.237244572767796,3.284178260627334,0.7974211416644642,1.5602572738445546,1.7880403191940424
599208,2026-07-12T07:54:16.027218+00:00,micro,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108,0.1926113229680667,10,1.9343781104594762,1.7549647344200932,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599209,2026-07-12T07:54:16.203984+00:00,micro,32.33544736578675,7.723775521805143,1.6693149217552403,1.614724950523609,0.9051712280497768,0.1446342107947159,10,1.4525483085501922,1.6492468638911764,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599210,2026-07-12T07:54:16.312962+00:00,micro,29.30388639299568,9.32112856488595,1.4458415904945807,0.3260377569040277,0.5024025953769717,0.1323613130201601,10,1.329292705290858,1.2896306247907772,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599211,2026-07-12T07:54:16.424884+00:00,micro,52.528708736575126,4.425564713438725,0.3608414748325939,1.882902407668381,0.4150215506858387,0.104494040862349,10,1.0494242093498185,1.1781705539971248,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599213,2026-07-12T07:54:16.703882+00:00,micro,44.74400589060177,4.1662090060734975,0.5046522032284125,1.9171121867373475,1.8154464848921272,0.1462224739596215,10,1.4684990919854521,1.7675335473416343,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599215,2026-07-12T07:54:16.937852+00:00,micro,40.91642419614172,3.8122215487906015,0.9751748072742368,1.0452938105057354,0.2985452573433382,0.0852635371972871,10,0.8562939988846023,1.2140297803587348,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599216,2026-07-12T07:54:17.103683+00:00,micro,50.61784755027432,4.928840945863204,1.236793337349735,1.7849294902204882,1.3404021081579782,0.1897187925038622,10,1.9053286884027987,1.582817076395554,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599218,2026-07-12T07:54:17.341626+00:00,micro,24.563211819111647,5.192850561093888,0.4495905474999424,0.4013286769198724,1.0024647472549364,0.1340486720992977,10,1.3462387000375424,1.3875947032468943,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599220,2026-07-12T07:54:17.635138+00:00,micro,54.88885894597661,7.931239846326769,1.3028425042342682,0.2304970253453343,0.1173657537835579,0.1247200988599059,10,1.252552682008949,1.177584601074149,1.9343781104594762,38.30514071953529,5.743779576365933,1.044254605023936,0.1585366631351676,1.4258248940201108
599221,2026-07-12T07:54:17.803250+00:00,micro,35.01033291120213,6.296841521169955,0.1621057834540577,1.2626809901834668,1.9339351977890145,0.2082260191305526,10,2.0911950929335337,2.4299116703225057,2.0911950929335337,35.01033291120213,6.296841521169955,0.1621057834540577,1.2626809901834668,1.9339351977890145
599222,2026-07-12T07:54:17.918457+00:00,micro,48.67490154558784,7.230740933325262,0.085558321067607,1.473485597439829,0.7656117001855496,0.1144364473688306,10,1.149274899408245,1.1344741671991299,2.0911950929335337,35.01033291120213,6.296841521169955,0.1621057834540577,1.2626809901834668,1.9339351977890145
599224,2026-07-12T07:54:18.129603+00:00,micro,57.00740792105407,7.008126773945369,0.6384064379883009,0.0775464862818475,0.0699912226633669,0.0922838409424246,10,0.9267982749785996,1.1379600515544548,2.0911950929335337,35.01033291120213,6.296841521169955,0.1621057834540577,1.2626809901834668,1.9339351977890145
599225,2026-07-12T07:54:18.240764+00:00,micro,37.914511541144456,9.00578235245018,1.7002583152433062,1.3820458694248206,1.2656821290384888,0.195866816362407,10,1.9670727364228797,1.762533734614425,2.0911950929335337,35.01033291120213,6.296841521169955,0.1621057834540577,1.2626809901834668,1.9339351977890145
