Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,46.575531005859375,7.0,1.0,1.0,1.0,10,0.19069105860096566
2,micro,47.37165069580078,7.0,1.0,1.0,1.0,10,0.15961223093863547
3,micro,26.39472770690918,7.0,1.0,1.0,1.0,10,0.13121236065239486
4,micro,47.82884216308594,7.0,1.0,1.0,1.0,10,0.14936564271032363
5,micro,43.77216720581055,7.0,1.0,1.0,1.0,10,0.1508802019165838
6,micro,58.941261291503906,7.0,1.0,1.0,1.0,10,0.17145376963924158
7,micro,46.327999114990234,7.0,1.0,1.0,1.0,10,0.1841390931332914
8,micro,46.63370895385742,7.0,1.0,1.0,1.0,10,0.16100326973919818
9,micro,46.559898376464844,7.0,1.0,1.0,1.0,10,0.09825971115424315
10,micro,46.575531005859375,8.982877731323242,1.0,1.0,1.0,10,0.15194576216157873
11,micro,46.575531005859375,6.234386920928955,1.0,1.0,1.0,10,0.19411295201220014
12,micro,46.575531005859375,7.09458589553833,1.0,1.0,1.0,10,0.19707382057287945
13,micro,46.575531005859375,8.351197242736816,1.0,1.0,1.0,10,0.1401454297865672
14,micro,46.575531005859375,6.382916450500488,1.0,1.0,1.0,10,0.15655588977474236
15,micro,46.575531005859375,3.640862226486206,1.0,1.0,1.0,10,0.18059430353832365
16,micro,46.575531005859375,7.1217169761657715,1.0,1.0,1.0,10,0.15747407146783834
