Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,40.0,7.0,1.4388359785079956,0.08527040481567383,0.03451406955718994,10,0.11941999717187872
2,micro,40.0,7.0,1.8699897527694702,1.982324242591858,1.6092872619628906,10,0.2120392006621992
3,micro,40.0,7.0,0.11823785305023193,0.010800600051879883,0.40961217880249023,10,0.1399199449574866
4,micro,40.0,7.0,1.9201618432998657,0.3058353662490845,1.1914050579071045,10,0.18035936483679965
5,micro,40.0,7.0,0.4590495824813843,1.8434737920761108,0.922661304473877,10,0.13258084291849703
6,micro,40.0,7.0,0.825711727142334,0.8995327949523926,1.7176954746246338,10,0.22398504107440123
7,micro,40.0,7.0,0.004523754119873047,0.6742473840713501,1.4955757856369019,10,0.14462902597928623
8,micro,40.0,7.0,1.874275803565979,1.748669981956482,0.16704130172729492,10,0.1096768167733965
9,micro,40.0,7.0,1.8931069374084473,1.5442622900009155,0.12594294548034668,10,0.11325589899623056
10,micro,40.0,7.0,1.382960319519043,0.5246232748031616,0.9442917108535767,10,0.15362515094003573
11,micro,40.0,7.0,0.7091597318649292,0.8593325614929199,0.05918002128601074,10,0.09354846428443384
12,micro,40.0,7.0,1.1709455251693726,0.8961102962493896,0.6140365600585938,10,0.1361146475274556
13,micro,40.0,7.0,0.5537304878234863,0.31877219676971436,1.5558712482452393,10,0.18125699972020728
14,micro,40.0,7.0,0.2539031505584717,1.918007493019104,0.503638744354248,10,0.13201733764356088
15,micro,40.0,7.0,1.4155281782150269,0.6189417839050293,1.796730875968933,10,0.22028669103913312
16,micro,40.0,7.0,0.9065868258476257,2.0,1.8856837749481201,10,0.2074550823868522
17,micro,40.0,7.0,1.1734325885772705,1.3296757936477661,1.734397292137146,10,0.19934010358201878
18,micro,40.0,7.0,0.8843677639961243,0.6958094239234924,1.934216022491455,10,0.18154274180497634
19,micro,40.0,7.0,0.7605885863304138,0.0,1.7258875370025635,10,0.154529635994173
20,micro,40.0,7.0,1.9754127264022827,1.2639200687408447,1.754523754119873,10,0.20613460985196694
21,micro,40.0,7.0,0.7285304069519043,1.4351868629455566,1.6333674192428589,10,0.1925206623028928
22,micro,40.0,7.0,1.6733602285385132,1.7182509899139404,1.989542007446289,10,0.20044867773117628
23,micro,40.0,7.0,1.40386962890625,0.7226179838180542,1.5899837017059326,10,0.16749288918967223
24,micro,40.0,7.0,1.5804094076156616,0.810067355632782,1.8620805740356445,10,0.19214763672838084
25,micro,40.0,7.0,1.888992428779602,0.7475450038909912,1.7410393953323364,10,0.19129499397514257
26,micro,40.0,7.0,0.6152606010437012,0.645113468170166,1.7566537857055664,10,0.19059592139051149
27,micro,40.0,7.0,1.6900008916854858,2.0,2.0,10,0.2046396086528202
28,micro,40.0,7.0,1.1051592826843262,0.720025897026062,1.7666581869125366,10,0.1668752896319873
29,micro,40.0,7.0,0.8742153644561768,1.301068663597107,1.7531280517578125,10,0.1776781077347388
30,micro,40.0,7.0,1.1315460205078125,0.9491214752197266,1.7664791345596313,10,0.13289386289345753
