Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,35.417945861816406,7.0,1.0,1.0,1.0,10,0.2094150883115342
2,micro,30.425479888916016,7.0,1.0,1.0,1.0,10,0.14128991990358417
3,micro,53.30280685424805,7.0,1.0,1.0,1.0,10,0.17336338062281537
4,micro,23.606250762939453,7.0,1.0,1.0,1.0,10,0.1324792552852038
5,micro,37.87441635131836,7.0,1.0,1.0,1.0,10,0.19296862276954133
6,micro,43.091583251953125,7.0,1.0,1.0,1.0,10,0.11932251089629575
7,micro,31.300689697265625,7.0,1.0,1.0,1.0,10,0.16896566666454824
8,micro,48.16377639770508,7.0,1.0,1.0,1.0,10,0.1635550327782343
9,micro,32.216773986816406,7.0,1.0,1.0,1.0,10,0.16496763258236607
10,micro,57.942264556884766,7.0,1.0,1.0,1.0,10,0.18575052927849456
11,micro,30.874366760253906,7.0,1.0,1.0,1.0,10,0.14316202951318327
12,micro,23.525142669677734,7.0,1.0,1.0,1.0,10,0.14168463850730328
13,micro,49.538169860839844,7.0,1.0,1.0,1.0,10,0.21494060145608487
14,micro,47.39593505859375,7.0,1.0,1.0,1.0,10,0.14588899884678236
15,micro,45.102169036865234,7.0,1.0,1.0,1.0,10,0.1406573931883654
16,bench,48.6510009765625,7.0,1.0,1.0,1.0,200,3.4560513636383035
17,bench,26.009122848510742,7.0,1.0,1.0,1.0,200,3.310680845749428
18,bench,34.046234130859375,7.0,1.0,1.0,1.0,200,5.453898899925546
