Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,26.300251007080078,7.0,1.0,1.0,1.0,10,0.14266586915979593
2,micro,29.26499366760254,7.0,1.0,1.0,1.0,10,0.12586048799829047
3,micro,21.186756134033203,7.0,1.0,1.0,1.0,10,0.1721955834457275
4,micro,25.110300064086914,7.0,1.0,1.0,1.0,10,0.13407270042949546
5,micro,34.65913391113281,7.0,1.0,1.0,1.0,10,0.20398514694977551
6,micro,51.57222366333008,7.0,1.0,1.0,1.0,10,0.13556465040099192
7,micro,36.220882415771484,7.0,1.0,1.0,1.0,10,0.2414266510401377
8,micro,45.90907287597656,7.0,1.0,1.0,1.0,10,0.14159675793782325
9,micro,53.0140380859375,7.0,1.0,1.0,1.0,10,0.1349703030403798
10,micro,29.45936393737793,7.0,1.0,1.0,1.0,10,0.16647913474293233
11,micro,27.578332901000977,7.0,1.0,1.0,1.0,10,0.17267546170244236
12,micro,21.742584228515625,7.0,1.0,1.0,1.0,10,0.15633711822085722
13,micro,42.239227294921875,7.0,1.0,1.0,1.0,10,0.1424113209147435
14,micro,46.84886169433594,7.0,1.0,1.0,1.0,10,0.1592917931924282
15,micro,27.665889739990234,7.0,1.0,1.0,1.0,10,0.15125285935719715
16,bench,36.30415725708008,7.0,1.0,1.0,1.0,200,8.770590700886787
17,bench,37.82451248168945,7.0,1.0,1.0,1.0,200,4.359012802964996
18,bench,33.3691291809082,7.0,1.0,1.0,1.0,200,4.429113252641769
