Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,25.37727165222168,7.0,1.0,1.0,1.0,10,0.13869575155544572
2,micro,58.08388137817383,7.0,1.0,1.0,1.0,10,0.14930519787141627
3,micro,33.233272552490234,7.0,1.0,1.0,1.0,10,0.17381975397738114
4,micro,57.74736785888672,7.0,1.0,1.0,1.0,10,0.17098632918103207
5,micro,49.43604278564453,7.0,1.0,1.0,1.0,10,0.15685059497364673
6,micro,38.595523834228516,7.0,1.0,1.0,1.0,10,0.13855579214959854
7,micro,55.95347595214844,7.0,1.0,1.0,1.0,10,0.13153710250883777
8,micro,30.72991371154785,7.0,1.0,1.0,1.0,10,0.13117115419424663
9,micro,36.6033935546875,7.0,1.0,1.0,1.0,10,0.2486151789662891
10,micro,50.060394287109375,7.0,1.0,1.0,1.0,10,0.1925131589549402
