Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,49.13604736,7,1,1,1,10,0.155356606
2,micro,56.00216293,7,1,1,1,10,0.157189209
3,micro,37.99779129,7,1,1,1,10,0.145802302
4,bench,46.36787415,7,1,1,1,200,3.437450315
5,bench,42.94371796,7,1,1,1,200,3.481274614
6,bench,45.95444107,7,1,1,1,200,3.42095526
7,bench,42.9373703,7,1,1,1,200,3.498232067
8,bench,20.57323837,7,1,1,1,200,3.552748113
9,bench,20.55956841,7,1,1,1,200,3.491910836
10,bench,20.57778168,7,1,1,1,200,3.512448109
11,bench,28.81025124,7,1,1,1,200,3.521837814
12,bench,22.28943825,7,1,1,1,200,3.484644216
13,bench,33.64603043,7,1,1,1,200,4.802153509
14,micro,33.64601898,7,1,1,1,10,0.131047042
15,micro,46.16747665,7,1,1,1,10,0.159058535
16,bench,35.32646942,7,1,1,1,200,8.267118999
17,micro,35.62656403,7,1,1,1,10,0.247879873
18,bench,35.16505814,7,1,1,1,200,7.999825711
19,bench,36.19366455,7,1,1,1,200,8.971584359
20,bench,36.43336487,7,1,1,1,200,8.576348693
21,bench,36.07803726,7,1,1,1,200,9.096276744
22,bench,35.95785141,7,1,1,1,200,9.119433713
23,bench,35.94807816,7,1,1,1,200,9.028555907
24,bench,35.96750259,7,1,1,1,200,9.143326624
25,bench,35.99757385,7,1,1,1,200,9.008929784
26,bench,35.94750977,7,1,1,1,200,8.984056833
27,micro,35.96750259,4.627289295,1,1,1,10,0.156096537
28,micro,35.96750259,8.120975494,1,1,1,10,0.665405357
29,micro,35.96750259,3.135335922,1,1,1,10,0.149445097
30,bench,35.96750259,8.405602455,1,1,1,200,20.24205409
31,bench,35.96750259,7.117751122,1,1,1,200,10.61269403
32,bench,35.96750259,5.471837044,1,1,1,200,8.235101114
33,bench,35.96750259,8.471362114,1,1,1,200,18.33919882
34,bench,35.96750259,8.341653824,1,1,1,200,21.65795153
35,bench,35.96750259,8.280493736,1,1,1,200,22.85213753
36,bench,35.96750259,8.099783897,1,1,1,200,24.52901438
37,bench,35.96750259,8.077098846,1,1,1,200,24.48775368
38,bench,35.96750259,8.072997093,1,1,1,200,24.43996538
39,bench,35.96750259,8.085739136,1,1,1,200,24.54855591
40,bench,35.96750259,8.076657295,1,1,1,200,24.29409191
41,bench,35.96750259,8.104894638,1,1,1,200,24.42245276
42,bench,35.96750259,8.103053093,1,1,1,200,24.40772401
43,micro,35.96750259,8.085739136,1.946586728,1.597281218,0.225499749,10,0.540313757
44,micro,35.96750259,8.085739136,1.196290016,0.742956161,0.703894615,10,0.634299509
45,micro,35.96750259,8.085739136,0.999390364,1.714401603,1.77807045,10,0.946561446
46,bench,35.96750259,8.085739136,1.263321877,0.202352285,1.937051773,200,36.51019755
47,bench,35.96750259,8.085739136,0.651885152,0.957812071,0.352436066,200,21.57408836
48,bench,35.96750259,8.085739136,0.584969878,0.935623407,1.277683735,200,25.02410701
49,micro,35.96750259,8.085739136,1.55064106,0,2,10,0.464651269
50,bench,35.96750259,8.085739136,1.391838431,1.251132369,2,200,28.17510403
51,bench,35.96750259,8.085739136,1.180570602,0.248415649,1.946122766,200,35.98371472
52,bench,35.96750259,8.085739136,1.373471022,0.34585309,2,200,35.46701851
53,bench,35.96750259,8.085739136,2,0,2,200,6.288185227
54,bench,35.96750259,8.085739136,1.253126502,0,2,200,6.199618311
55,micro,35.96750259,8.085739136,1.562570333,0.210271031,1.948028564,10,1.210732715
56,bench,35.96750259,8.085739136,1.31001699,0.266397417,1.913672209,200,35.69677522
57,bench,35.96750259,8.085739136,0,0.218176842,2,200,2.43499187
58,bench,35.96750259,8.085739136,1.276984811,0.228491575,1.511730075,200,33.67351056
59,bench,35.96750259,8.085739136,1.317442656,0.236945808,2,200,36.57299735
60,bench,35.96750259,8.085739136,1.259955287,0.227184027,2,200,36.70667842
61,bench,35.96750259,8.085739136,1.244930744,0.221669674,2,200,36.63960727
62,bench,35.96750259,8.085739136,1.247036934,0.22034888,2,200,36.67480557
63,bench,35.96750259,8.085739136,1.275987983,0.219833061,2,200,36.7491676
64,bench,35.96750259,8.085739136,1.277655363,0.218278497,2,200,36.80736749
65,bench,35.96750259,8.085739136,1.27531147,0.215602294,2,200,36.85944209
66,bench,35.96750259,8.085739136,1.291024685,0.213704064,2,200,36.93389311
67,bench,35.96750259,8.085739136,1.088068008,0.421752423,2,200,34.14448478
68,bench,35.96750259,8.085739136,1.309956193,0.210490674,2,200,36.8758468
69,pilot,35.96750259,8.085739136,1.291024685,0.213704064,2,2000,24.05118728
