Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,32.33473205566406,7.0,1.0,1.0,1.0,10,0.15001660970047462
2,micro,49.76471710205078,7.0,1.0,1.0,1.0,10,0.14983623601938945
3,micro,48.613075256347656,7.0,1.0,1.0,1.0,10,0.13299733195687638
4,micro,50.72520446777344,7.0,1.0,1.0,1.0,10,0.11958214830680283
5,micro,24.511987686157227,7.0,1.0,1.0,1.0,10,0.1309070151615348
6,micro,34.37379837036133,7.0,1.0,1.0,1.0,10,0.1891907234511995
7,micro,30.931711196899414,7.0,1.0,1.0,1.0,10,0.17836709482079155
8,micro,54.400001525878906,7.0,1.0,1.0,1.0,10,0.15057364759284195
9,micro,38.77141571044922,7.0,1.0,1.0,1.0,10,0.11466217822655458
10,micro,25.938648223876953,7.0,1.0,1.0,1.0,10,0.13678010835890164
11,micro,37.047767639160156,7.0,1.0,1.0,1.0,10,0.22811908410877532
12,micro,53.314178466796875,7.0,1.0,1.0,1.0,10,0.17906167655965416
13,micro,45.73009490966797,7.0,1.0,1.0,1.0,10,0.1395603398048321
14,micro,31.828750610351562,7.0,1.0,1.0,1.0,10,0.11783746068106479
15,micro,26.872543334960938,7.0,1.0,1.0,1.0,10,0.13385592388258982
16,bench,51.06314468383789,7.0,1.0,1.0,1.0,200,3.4266974782205675
17,bench,55.39950942993164,7.0,1.0,1.0,1.0,200,3.480991186170347
18,bench,35.78741455078125,7.0,1.0,1.0,1.0,200,8.913372891881101
