Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,39.48604965209961,7.0,1.0,1.0,1.0,10,0.15987244419571928
2,micro,38.50313949584961,7.0,1.0,1.0,1.0,10,0.18073504699903492
3,micro,29.562042236328125,7.0,1.0,1.0,1.0,10,0.17986858475592257
4,micro,25.64736557006836,7.0,1.0,1.0,1.0,10,0.1526550176885672
5,micro,57.17006301879883,7.0,1.0,1.0,1.0,10,0.13911698425231805
6,micro,56.93270492553711,7.0,1.0,1.0,1.0,10,0.12052831740859964
7,micro,58.920894622802734,7.0,1.0,1.0,1.0,10,0.11846987866735936
8,micro,21.775720596313477,7.0,1.0,1.0,1.0,10,0.1496710901966418
9,micro,22.456571578979492,7.0,1.0,1.0,1.0,10,0.14455624897598363
10,micro,30.15216064453125,7.0,1.0,1.0,1.0,10,0.1712290640468849
11,micro,21.548534393310547,7.0,1.0,1.0,1.0,10,0.16777050904945318
12,micro,38.074729919433594,7.0,1.0,1.0,1.0,10,0.1685557803499717
13,micro,37.86072540283203,7.0,1.0,1.0,1.0,10,0.14457094280757318
14,micro,27.565996170043945,7.0,1.0,1.0,1.0,10,0.08156444729899753
15,micro,21.458457946777344,7.0,1.0,1.0,1.0,10,0.14243780228829628
16,bench,55.762184143066406,7.0,1.0,1.0,1.0,200,3.556486405321936
17,bench,24.78885269165039,7.0,1.0,1.0,1.0,200,3.4603553270381817
18,bench,43.124107360839844,7.0,1.0,1.0,1.0,200,3.581446186502495
