Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,35.056922912597656,7.0,1.0,1.0,1.0,10,0.1875031739844863
2,micro,20.570266723632812,7.0,1.0,1.0,1.0,10,0.12923264900933798
3,micro,35.49575424194336,7.0,1.0,1.0,1.0,10,0.2537248813374239
4,micro,36.00716781616211,7.0,1.0,1.0,1.0,10,0.2146132674678907
5,micro,45.38556671142578,7.0,1.0,1.0,1.0,10,0.17018591782133893
6,micro,39.219451904296875,7.0,1.0,1.0,1.0,10,0.14167039534197487
7,micro,55.06792449951172,7.0,1.0,1.0,1.0,10,0.1619690817608776
8,micro,57.27809524536133,7.0,1.0,1.0,1.0,10,0.15573443988342367
9,micro,53.095401763916016,7.0,1.0,1.0,1.0,10,0.16949996254891028
10,micro,47.26546859741211,7.0,1.0,1.0,1.0,10,0.13786174133275605
11,micro,49.46044921875,7.0,1.0,1.0,1.0,10,0.16052689856033325
12,micro,49.32659149169922,7.0,1.0,1.0,1.0,10,0.1524488831639342
13,micro,59.1094856262207,7.0,1.0,1.0,1.0,10,0.18050943560635882
14,micro,31.628206253051758,7.0,1.0,1.0,1.0,10,0.1547399807773967
15,micro,46.582672119140625,7.0,1.0,1.0,1.0,10,0.13558530684333553
16,micro,35.60477066040039,7.0,1.0,1.0,1.0,10,0.23872064600096318
17,micro,35.42210006713867,7.0,1.0,1.0,1.0,10,0.21817151339289528
18,micro,35.53140640258789,7.0,1.0,1.0,1.0,10,0.21265859658147032
19,micro,35.66166687011719,7.0,1.0,1.0,1.0,10,0.2669014198179966
20,micro,35.70025634765625,7.0,1.0,1.0,1.0,10,0.23273101976992758
21,micro,35.68399429321289,7.0,1.0,1.0,1.0,10,0.2326983657749931
22,micro,35.67768096923828,7.0,1.0,1.0,1.0,10,0.2289609867761715
23,micro,35.6716423034668,7.0,1.0,1.0,1.0,10,0.20969975878654645
24,micro,35.66166687011719,3.8830556869506836,1.0,1.0,1.0,10,0.13028245959262297
25,micro,35.66166687011719,5.891324996948242,1.0,1.0,1.0,10,0.17605327231771217
26,micro,35.66166687011719,3.7393546104431152,1.0,1.0,1.0,10,0.1330959321358332
27,micro,35.66166687011719,7.251948356628418,1.0,1.0,1.0,10,0.2738690486634463
28,micro,35.66166687011719,5.567892074584961,1.0,1.0,1.0,10,0.1850818223948305
29,micro,35.66166687011719,9.334436416625977,1.0,1.0,1.0,10,0.15229081964662605
30,micro,35.66166687011719,4.387752532958984,1.0,1.0,1.0,10,0.1522272753508199
31,micro,35.66166687011719,9.029632568359375,1.0,1.0,1.0,10,0.18854692805904827
32,micro,35.66166687011719,7.933166027069092,1.0,1.0,1.0,10,0.5994698197971414
33,micro,35.66166687011719,3.113668203353882,1.0,1.0,1.0,10,0.1222194149253441
