Run_Number,Scale,T,pH,F1,F2,F3,Cost,Yield
1,micro,27.4958438873291,7.0,1.0,1.0,1.0,10,0.16942302884495036
2,micro,24.332965850830078,7.0,1.0,1.0,1.0,10,0.17328268037839542
3,micro,44.87261199951172,7.0,1.0,1.0,1.0,10,0.17327734341870202
4,micro,57.021785736083984,7.0,1.0,1.0,1.0,10,0.17030665452137628
5,micro,45.63216018676758,7.0,1.0,1.0,1.0,10,0.1725214660141969
6,micro,44.59711837768555,7.0,1.0,1.0,1.0,10,0.165585255999226
7,micro,20.12995147705078,7.0,1.0,1.0,1.0,10,0.1363998645979943
8,micro,31.16274642944336,7.0,1.0,1.0,1.0,10,0.17937497148949896
9,micro,36.40285873413086,7.0,1.0,1.0,1.0,10,0.22211190750409088
10,micro,39.422386169433594,7.0,1.0,1.0,1.0,10,0.1079721780639301
11,micro,34.816612243652344,7.0,1.0,1.0,1.0,10,0.17837985892068303
12,micro,39.732879638671875,7.0,1.0,1.0,1.0,10,0.17850947422224703
13,micro,52.668067932128906,7.0,1.0,1.0,1.0,10,0.1403527430697245
14,micro,42.005523681640625,7.0,1.0,1.0,1.0,10,0.1264416495032118
15,micro,33.78996658325195,7.0,1.0,1.0,1.0,10,0.14544713853508318
16,micro,36.37592697143555,7.0,1.0,1.0,1.0,10,0.20788662139060463
17,micro,36.43315505981445,7.0,1.0,1.0,1.0,10,0.22974526914211013
18,micro,36.45633316040039,7.0,1.0,1.0,1.0,10,0.23089215823763004
19,micro,36.45457458496094,7.0,1.0,1.0,1.0,10,0.22050207386868376
20,micro,36.43962097167969,7.0,1.0,1.0,1.0,10,0.2172065037433256
21,micro,36.478458404541016,7.0,1.0,1.0,1.0,10,0.2227355858628305
22,micro,36.46112060546875,7.0,1.0,1.0,1.0,10,0.23413556568758806
23,micro,36.476932525634766,7.0,1.0,1.0,1.0,10,0.22488198566930073
24,micro,36.48495864868164,4.155420303344727,1.0,1.0,1.0,10,0.13654564213138023
25,micro,36.48495864868164,6.344701766967773,1.0,1.0,1.0,10,0.15518822158030365
26,micro,36.48495864868164,6.226299285888672,1.0,1.0,1.0,10,0.1328931172307752
27,micro,36.48495864868164,3.403665065765381,1.0,1.0,1.0,10,0.13311576187534196
28,micro,36.48495864868164,8.288469314575195,1.0,1.0,1.0,10,0.49572466582084157
29,micro,36.48495864868164,3.637040138244629,1.0,1.0,1.0,10,0.13483452864190829
30,micro,36.48495864868164,8.057124137878418,1.0,1.0,1.0,10,0.5612441481740308
31,micro,36.48495864868164,7.263512134552002,1.0,1.0,1.0,10,0.23078023363702654
32,micro,36.48495864868164,4.2357177734375,1.0,1.0,1.0,10,0.1370773184292939
33,micro,36.48495864868164,4.383899688720703,1.0,1.0,1.0,10,0.15540635963480512
34,micro,36.48495864868164,8.990545272827148,1.0,1.0,1.0,10,0.20562820139134316
